"NAME","CITY","COUNT"
JEAN JACQUES,CAP-HAITIEN,85
JEAN LOUIS,THIOTTE,85
JEAN-CHARLES,BASSIN BLEU,85
LAGUERRE,CAYES JACMEL,85
LAHENS,PORT-AU-PRINCE,85
JN-BAPTISTE,CAP-HAITIEN,85
JULIEN,GRANDE SALINE,85
KERSAINT,PETION-VILLE,85
LACROIX,JACMEL,85
JOACHIN,CARREFOUR,84
JOASSAINT,LEOGANE,84
LAMOUR,CAYES,84
LAMOUR,LEOGANE,84
LAMOUR,MARIGOT,84
JOVIN,CARREFOUR,84
JULES,LIMBE,84
JULIEN,ROCHE A BATEAU,84
LEBRUN,PETION-VILLE,84
EXUME,CITE-SOLEIL,84
FAUSTIN,TABARRE,84
ESTIMA,CROIX DES BOUQUETS,84
FLEURANT,AQUIN,84
FLEURIMOND,LEOGANE,84
GEORGES,MOMBIN CROCHU,84
GERMAIN,MORON,84
FUCIEN,CAP-HAITIEN,84
GABRIEL,GRESSIER,84
GARCON,CITE-SOLEIL,84
GEFFRARD,OUANAMINTHE,84
GEFFRARD,SAUT D'EAU,84
FONTAINE,DELMAS,84
FORTULIEN,LA TORTUE,84
GUERVIL,CARREFOUR,84
HENRY,DESSALINES,84
MERCURE,PORT-AU-PRINCE,84
MERILIEN,KENSCOFF,84
MILIEN,L'ARCAHAIE,84
MATHURIN,L' ASILE,84
MERVIL,CITE-SOLEIL,84
MESIDOR,CITE-SOLEIL,84
METELLUS,L'ACUL DU NORD,84
MAINDRE,BELLADERE,84
MAISONNEUVE,PETION-VILLE,84
MAITRE,MARMELADE,84
MANASSE,GONAIVES,84
JEAN PAUL,CROIX DES BOUQUETS,84
JEAN PIERRE,ANSE-A-FOLEUR,84
JN BAPTISTE,GRESSIER,84
JEAN BAPTISTE,GROS MORNE,84
JEAN BAPTISTE,JEAN RABEL,84
JEAN CHARLES,PORT-DE-PAIX,84
HYPPOLITE,LA VALLEE,84
JACINTHE,DELMAS,84
NAPAUL,CORNILLON,84
NAU,PETION-VILLE,84
NAZAIRE,SAINT LOUIS DU SUD,84
NESTOR,LEOGANE,84
MONDESTIN,GRDE RIVIERE DU NORD,84
LOUIDOR,SAINT LOUIS NORD,84
LEON,CORNILLON,84
LYNCE,CAYES,84
LOUIS JEUNE,CITE-SOLEIL,84
RAYMOND,MARIGOT,84
PHILIPPE,GRESSIER,84
PROPHETE,MOLE ST NICOLAS,84
PIERRE LOUIS,MIRAGOANE,84
PIERRE LOUIS,PORT-SALUT,84
PIERRE NOEL,CARREFOUR,84
SAINT-HILAIRE,OUANAMINTHE,84
SAINT-LOUIS,BOUCAN CARRE,84
SAINT-LOUIS,L'ANSE ROUGE,84
RICHE,DELMAS,84
ROMELUS,ROCHE A BATEAU,84
SAINT FLEUR,MIREBALAIS,84
TOUSSAINT,BAHON,84
TOUSSAINT,FONDS DES NEGRES,84
VEUS,MOLE ST NICOLAS,84
VICTOR,BELLADERE,84
THOMAS,AQUIN,84
THOMAS,CAMP-PERRIN,84
ST-VIL,PORT-AU-PRINCE,84
TATTEGRAIN,ABRICOTS,84
SOUFFRANT,ANSE-A-FOLEUR,84
ST PAUL,CAYES,84
PETIT HOMME,CROIX DES BOUQUETS,84
VIXAMAR,PETION-VILLE,84
VILBRUN,THOMAZEAU,84
ZAMOR,CITE-SOLEIL,84
XAVIER,SAINT MARC,84
SAINTIL,DESSALINES,84
SAINTILUS,GANTHIER,84
SEVERE,CAYES,84
SEVERE,HINCHE,84
SEVERE,TABARRE,84
SAINTAL,PORT-AU-PRINCE,84
SINORIN,OUANAMINTHE,84
SAINVILUS,SAINT MARC,84
SANON,LASCAHOBAS,84
SEIDE,BARADERES,84
CADET,CORNILLON,84
CAJOUR,AQUIN,84
BONTEMPS,CARREFOUR,84
BRICE,CORAIL,84
DAGENE,CROIX DES BOUQUETS,84
DELICE,TABARRE,84
DATUS,GONAIVES,84
DAMUS,SAINT MARC,84
DARIS,GONAIVES,84
DENIS,COTEAUX,84
ADRIEN,LEOGANE,84
ALEXANDRE,L'ILE A VACHE,84
ALISMA,PETITE-RIVIERE,84
ARISTIL,SAINT LOUIS DU SUD,84
DORVILIER,CARREFOUR,84
DORVILUS,CROIX DES BOUQUETS,84
DORVILUS,PETION-VILLE,84
DUBOIS,GONAIVES,84
DURE,BAINET,84
EMILE,PETITE-RIVIERE,84
ELIASSAINT,LASCAHOBAS,84
CHARLOT,PETIT-GOAVE,84
COLAS,CORAIL,84
COLAS,CROIX DES BOUQUETS,84
COLAS,GRDE RIVIERE DU NORD,84
CORRIELUS,CROIX DES BOUQUETS,84
COEURANOR,BAS LIMBE,84
CIUS,PORT-DE-PAIX,84
CHARITE,BOUCAN CARRE,84
BAPTISTE,PORT-DE-PAIX,84
BELONY,JEAN RABEL,84
BENECHE,LEOGANE,84
BERNADIN,CERCA LA SOURCE,84
BERNARD,THIOTTE,84
BIEN AIME,CAP-HAITIEN,84
BELLEVUE,ANSE-A-VEAU,84
DESSOURCES,CROIX DES BOUQUETS,84
DESSOURCES,JACMEL,84
DORISCA,CAP-HAITIEN,84
DORLUS,GANTHIER,84
DORELIEN,PORT-AU-PRINCE,84
DEVIL,L'ACUL DU NORD,84
DIEUJUSTE,GRANDE SALINE,83
DESAUGUSTE,RANQUITE,83
DESINORD,PETITE-RIVIERE,83
DESIR,ABRICOTS,83
DESIR,TERRIER ROUGE,83
DORCE,VERRETTES,83
DORESTANT,DELMAS,83
DESRUISSEAUX,ANSE-A-PITRE,83
DORIVAL,DELMAS,83
DORLUS,ANSE D'HAINAULT,83
ARISTE,PORT-AU-PRINCE,83
ANDRE,TROU DU NORD,83
ABRAHAM,L'ACUL DU NORD,83
ACCIMEUS,SAINT MARC,83
ALCIUS,CARREFOUR,83
ALEXIS,PERCHES,83
ALTIDOR,SAINT-MICHEL,83
ADRIEN,CROIX DES BOUQUETS,83
AGENORD,JEAN RABEL,83
ALCIDE,OUANAMINTHE,83
BONHOMME,SAINT MARC,83
CADET,L'ESTERE,83
CAJUSTE,DESSALINES,83
CAJUSTE,THOMAZEAU,83
CALIXTE,L'ARCAHAIE,83
CAMILLE,GANTHIER,83
CARRENAN,AQUIN,83
DARELUS,THOMAZEAU,83
BALDE,THOMONDE,83
BAPTISTE,JEAN RABEL,83
BARTHELEMY,CAP-HAITIEN,83
BEAUGE,DELMAS,83
BEAUZIL,PORT-AU-PRINCE,83
AUGUSTIN,MANICHE,83
BENJAMIN,PORT-DE-PAIX,83
ELAN,SAINT MARC,83
DOUYON,CARREFOUR,83
DORVIL,MILOT,83
DORVIL,PESTEL,83
DUMESLE,L'ANSE ROUGE,83
DURAND,CARREFOUR,83
DURAND,DELMAS,83
CLERVOYANT,DESSALINES,83
CHAUDRY,CHANTAL,83
CHERILUS,CROIX DES BOUQUETS,83
CHOISIL,GANTHIER,83
LOUIMA,CROIX DES BOUQUETS,83
LUCIEN,JACMEL,83
LUCIEN,THOMAZEAU,83
MACOME,CAYES,83
LESPERANCE,AQUIN,83
GUSTAVE,CAYES,83
HENRY,TORBECK,83
FLEURISSAINT,PORT-AU-PRINCE,83
FLEURMOND,DESSALINES,83
FLORIAL,PORT-AU-PRINCE,83
FRENEL,MORON,83
LEFORT,HINCHE,83
JN LOUIS,GRESSIER,83
JULES,BAINET,83
JULES,CAMP-PERRIN,83
JULIEN,SAINT LOUIS NORD,83
JULMISTE,BORGNE,83
LAURENT,SAINT LOUIS DU SUD,83
LAFOND,PORT-AU-PRINCE,83
LAFORTUNE,TABARRE,83
FLEURIME,PORT-AU-PRINCE,83
FLEURIMOND,PETION-VILLE,83
EXAUS,PETITE-RIVIERE,83
FENELUS,SAINT-MICHEL,83
ESTIME,OUANAMINTHE,83
EUGENE,L'ANSE ROUGE,83
EXUME,KENSCOFF,83
MORISSEAU,DELMAS,83
NOEL,BOUCAN CARRE,83
NELSON,ANGLAIS,83
NOÃ‹L,TABARRE,83
MOMBRUN,PORT-AU-PRINCE,83
MOMPREMIER,LIMONADE,83
MONDELUS,PORT-AU-PRINCE,83
MAGLOIRE,CARREFOUR,83
MAINVIEL,PETIT-GOAVE,83
MARCELLIN,CAP-HAITIEN,83
MARCELLIN,CAPOTILLE,83
MARCELLUS,DONDON,83
MARSEILLE,SAUT D'EAU,83
MATHIAS,DELMAS,83
MEDILIEN,PETIT-GOAVE,83
MATHIEU,CERCA LA SOURCE,83
MAURICE,VERRETTES,83
JEAN JACQUES,PETIT-GOAVE,83
HERISSE,SAINT MARC,83
HONORE,CAP-HAITIEN,83
HYPPOLITE,JEREMIE,83
HYPPOLITE,MIREBALAIS,83
JEANTY,CORAIL,83
JEUNE,CAVAILLON,83
JACQUES,BASSIN BLEU,83
JEAN CHARLES,GRESSIER,83
SENATUS,CABARET,83
SEVERE,FORT-LIBERTE,83
SEVERE,PLAISANCE,83
SAINTILAIRE,HINCHE,83
SAINTILMA,LIMBE,83
SAINTILMA,PORT-AU-PRINCE,83
SAINTUS,CARREFOUR,83
SAINT-VIL,PETION-VILLE,83
THELUS,PORT-AU-PRINCE,83
THELUSMA,OUANAMINTHE,83
TUNIS,CROIX DES BOUQUETS,83
PIERRE-CANEL,L'ARCAHAIE,83
PIERRE-SAINT,LA VALLEE,83
RAYMOND,CERCA LA SOURCE,83
REBECCA,CAYES,83
PETIT-FRERE,GRESSIER,83
PETIT-FRERE,MAISSADE,83
POTEAU,AQUIN,83
POTEAU,BOUCAN CARRE,83
PHILIPPE,GRANDE SALINE,83
PHILOGENE,TABARRE,83
PIERROT,CAP-HAITIEN,83
PLACIDE,MIRAGOANE,83
SAINT FLEUR,PORT-DE-PAIX,83
SAINT PAUL,GONAIVES,83
RICHE,TROU DU NORD,83
ROCHER,PORT-AU-PRINCE,83
VOLCY,JACMEL,83
VOLMAR,GRAND-GOAVE,83
VOLTAIRE,TERRIER ROUGE,83
SOUVERAIN,LEOGANE,83
ST VIL,TABARRE,83
SURIN,DELMAS,83
PETION,ANSE A GALETS,83
ORELUS,SAINT-MICHEL,83
OCCEAN,GROS MORNE,83
OCEAN,CROIX DES BOUQUETS,83
PETIT,CHANSOLME,82
PETIT,L'ACUL DU NORD,82
PAPOULOUTE,CAP-HAITIEN,82
PAPOULOUTE,JEAN RABEL,82
PAULEUS,PORT-AU-PRINCE,82
ORIUS,GROS MORNE,82
ORTILA,ARNIQUET,82
OSCAR,CABARET,82
OSCAR,JEAN RABEL,82
OSCAR,JEREMIE,82
PLAISIMOND,CAMP-PERRIN,82
PETIT-FRERE,BELLADERE,82
PIERRE LOUIS,CABARET,82
PRUNIER,BAINET,82
RAPHAEL,CHARDONNIERES,82
PHILIBERT,LEOGANE,82
PHILISTIN,KENSCOFF,82
PRESENDIEU,CAP-HAITIEN,82
PREVIL,PLAISANCE,82
SAINTELUS,CITE-SOLEIL,82
SERVIUS,DESSALINES,82
SANDEUS,CROIX DES BOUQUETS,82
SANON,SAINT MARC,82
SAUL,L' ASILE,82
SIMEON,BELLADERE,82
VALCOURT,L'ACUL DU NORD,82
TORBECK,ABRICOTS,82
TOUSSAINT,LASCAHOBAS,82
SURPRIS,LEOGANE,82
SMITH,CAYES,82
ST VIL,CROIX DES BOUQUETS,82
ST LOUIS,MARIGOT,82
RICHE,BOUCAN CARRE,82
RICHEMOND,GONAIVES,82
ROBERT,LEOGANE,82
ROBERT,LIMBE,82
SAINLUS,FONDS-VERRETTES,82
SAINT-FLEUR,DESSALINES,82
SAINT-FLEUR,DONDON,82
SAINT-JEAN,PORT-DE-PAIX,82
SAINT JUSTE,CAP-HAITIEN,82
REMEDOR,COTE-DE-FER,82
RENARD,PORT-AU-PRINCE,82
ROSEME,LEOGANE,82
VILUS,VERRETTES,82
VIXAMA,CROIX DES BOUQUETS,82
VIXAMAR,PORT-AU-PRINCE,82
WAGNAC,CAYES,82
WAGNAC,PORT-AU-PRINCE,82
VILBRUN,CROIX DES BOUQUETS,82
ZAMOR,TABARRE,82
CHEVALIER,PORT-SALUT,82
CESAR,MORON,82
CESAR,QUARTIER MORIN,82
CEUS,DESSALINES,82
CHARITE,MIREBALAIS,82
CONSTANT,GONAIVES,82
BLANC,CHANTAL,82
BRIGNOL,PETIT-GOAVE,82
BRILLANT,PIGNON,82
BORGELIN,CARREFOUR,82
BOUCHER,PORT-AU-PRINCE,82
CELESTIN,OUANAMINTHE,82
DORISMOND,COTEAUX,82
DORJEAN,VERRETTES,82
DORMEVIL,CARREFOUR,82
DEVALCIN,BAHON,82
DOLCE,QUARTIER MORIN,82
DON,CROIX DES BOUQUETS,82
DESTIMA,PLAISANCE,82
DESTINE,CAYES,82
DESTINE,DESSALINES,82
DORCELY,PORT-DE-PAIX,82
DORCELY,SAINT MARC,82
DORCIUS,DELMAS,82
DORELUS,BASSIN BLEU,82
DORELUS,SAINT-MICHEL,82
ALABRE,PETION-VILLE,82
AMY,LEOGANE,82
ANDRE,MIREBALAIS,82
APPOLON,PETION-VILLE,82
APPOLON,PETIT-GOAVE,82
ARMAND,PETION-VILLE,82
ANILUS,PORT-AU-PRINCE,82
ANTOINE,CERCA CARVAJAL,82
ALTENOR,L'ARCAHAIE,82
ACCILIEN,CERCA LA SOURCE,82
ACCIUS,SAINT LOUIS NORD,82
DUPERVAL,CARREFOUR,82
DURE,PORT-AU-PRINCE,82
DUBUISSON,THOMONDE,82
DUVERSEAU,DELMAS,82
DORVILUS,BARADERES,82
DORY,PETION-VILLE,82
DOSSOUS,JEAN RABEL,82
EMILE,JEREMIE,82
DAMAS,DELMAS,82
DECIUS,SAINT MARC,82
DELY,CROIX DES BOUQUETS,82
DENEUS,PETITE-RIVIERE,82
DERISSAINT,GANTHIER,82
DEROSE,DESSALINES,82
BENOIT,OUANAMINTHE,82
BEAULIEU,CHARDONNIERES,82
BAPTISTE,SAINT LOUIS DU SUD,82
AUGUSTIN,SAINT LOUIS DU SUD,82
AZOR,CAYES,82
AUGUSTIN,FONDS DES NEGRES,82
JACQUES,TERRIER ROUGE,82
JEAN BAPTISTE,CAVAILLON,82
JEAN PIERRE,PORT-DE-PAIX,82
JEAN-BAPTISTE,SAINT LOUIS DU SUD,82
JEAN-FRANCOIS,L'ANSE ROUGE,82
JEAN-FRANCOIS,PORT-DE-PAIX,82
ISRAEL,PETITE-RIVIERE,82
JEAN-LOUIS,MILOT,82
JEAN-PHILIPPE,L'ANSE ROUGE,82
JEUDY,PETIT-GOAVE,82
HILAIRE,PILATE,82
HONORAT,PORT-DE-PAIX,82
LAMOTHE,CARREFOUR,82
LAMOUR,BELLADERE,82
LEGAGNEUR,PETION-VILLE,82
JOLY,DAME-MARIE,82
LABISSIERE,CARREFOUR,82
LARONDE,JACMEL,82
LAURENT,PETITE-RIVIERE,82
JN LOUIS,CAYES,82
JN-BAPTISTE,DELMAS,82
JOSIL,CITE-SOLEIL,82
LENY,ROCHE A BATEAU,82
LEO,PESTEL,82
LEROY,PORT-AU-PRINCE,82
LOUIDOR,CARREFOUR,82
LYS,PESTEL,82
LUBIN,JEAN RABEL,82
LUBIN,KENSCOFF,82
GUERRIER,BASSIN BLEU,82
GUERRIER,MOMBIN CROCHU,82
GRACIA,LIMBE,82
FLEURINOR,SAINT MARC,82
GASTON,CARREFOUR,82
GEDEUS,PORT-AU-PRINCE,82
MAXI,PETION-VILLE,82
MAXIME,PORT-DE-PAIX,82
MASSENA,PORT-AU-PRINCE,82
MERCURE,ROSEAUX,82
MERILUS,L'ARCAHAIE,82
MALVOISIN,SAINT MARC,82
MERANVIL,PETIT-GOAVE,82
MILIEN,GANTHIER,82
MERZIUS,SAINT LOUIS NORD,82
EXIL,CROIX DES BOUQUETS,82
FILS-AIME,SAVANETTE,82
FELIZOR,CAP-HAITIEN,82
FENELUS,ENNERY,82
MOISE,AQUIN,82
MORLAN,BELLE ANSE,82
MURAT,PORT-AU-PRINCE,82
NESTON,ANSE A GALETS,82
NICOLAS,MIRAGOANE,82
NOBERT,PETIT-GOAVE,82
NOEL,CERCA CARVAJAL,82
NORCIUS,PORT MARGOT,82
MITIAL,JEAN RABEL,82
MOISE,LA VALLEE,81
MOLIERE,GANTHIER,81
NEPTUNE,JACMEL,81
NICOLAS,BARADERES,81
NICOLAS,DAME-MARIE,81
LUC,PETION-VILLE,81
LOUISSAINT,L'ESTERE,81
LUXAMA,CHAMBELLAN,81
LUXAMA,JEREMIE,81
MACENA,CAYES,81
LINDOR,GRAND-GOSIER,81
HONORE,BASSIN BLEU,81
ISMAEL,PETION-VILLE,81
ISRAEL,TROU DU NORD,81
JACMEL,JACMEL,81
JACOB,DONDON,81
JEAN BAPTISTE,ENNERY,81
JEUNE,L'ARCAHAIE,81
JEUNE,SAINT LOUIS DU SUD,81
JN BAPTISTE,GRDE RIVIERE DU NORD,81
JEAN-LOUIS,SAINT LOUIS DU SUD,81
INNOCENT,SAINT LOUIS NORD,81
JOSUE,SAINT LOUIS NORD,81
LAFRANCE,PORT-DE-PAIX,81
LEFEVRE,GRAND-GOAVE,81
JN-LOUIS,PORT-DE-PAIX,81
JOACHIN,PETION-VILLE,81
JOANIS,DELMAS,81
JUSTE,LEOGANE,81
LAFAILLE,COTE-DE-FER,81
FELIZOR,PLAISANCE,81
FENELON,LASCAHOBAS,81
FENELUS,THOMAZEAU,81
FERRUS,PETIT-GOAVE,81
EUSTACHE,QUARTIER MORIN,81
EXAVIER,SAINT-MICHEL,81
FLEURANVIL,LEOGANE,81
FLEURIMOND,CITE-SOLEIL,81
FERVIL,VERRETTES,81
ERNEST,PORT-AU-PRINCE,81
GAY,TORBECK,81
GUILLAUME,PLAISANCE,81
FRANCISQUE,CAP-HAITIEN,81
FREDERIC,PLAISANCE,81
GEORGES,FERRIER,81
GERARD,PORT-SALUT,81
GERMAIN,CAYES,81
FLEURINORD,DESSALINES,81
FORESTAL,CHARDONNIERES,81
FORTUNE,PORT-DE-PAIX,81
MESADIEU,JEAN RABEL,81
MERCY,L'ARCAHAIE,81
MERILUS,THOMAZEAU,81
MATHURIN,MIRAGOANE,81
MAXIME,KENSCOFF,81
MEZIDOR,SAINT LOUIS NORD,81
MEDE,CROIX DES BOUQUETS,81
ZEPHIR,MORON,81
VILUS,PORT-AU-PRINCE,81
VINCENT,L'ARCAHAIE,81
VOLCY,CHANTAL,81
VIL,PORT-DE-PAIX,81
SIMEON,BASSIN BLEU,81
SIMILIEN,PILATE,81
SEIDE,ANGLAIS,81
SEJOUR,JACMEL,81
SEJOUR,TROU DU NORD,81
SAINTILMA,BAHON,81
ORMEUS,L'ARCAHAIE,81
ORPHILIEN,PILATE,81
ORTHELA,CERCA LA SOURCE,81
OZIL,VERRETTES,81
PETIT HOMME,LEOGANE,81
PASCAL,CAP-HAITIEN,81
PETIT-FRERE,HINCHE,81
PHILIPPE,PORT MARGOT,81
RAYMOND,LASCAHOBAS,81
POLYNICE,FONDS-VERRETTES,81
PREDELUS,MOLE ST NICOLAS,81
ROMELUS,PIGNON,81
ROMULUS,SAUT D'EAU,81
ROY,CAYES JACMEL,81
SAINT FLEUR,DAME-MARIE,81
REVOLUS,COTE-DE-FER,81
SAINT-FLEUR,MILOT,81
SAINT-FORT,CROIX DES BOUQUETS,81
SAINT-HILAIRE,KENSCOFF,81
SAINT-JEAN,PETION-VILLE,81
TITUS,PORT-AU-PRINCE,81
VICTOR,GROS MORNE,81
SYLVAINCE,PORT-AU-PRINCE,81
TANIS,JACMEL,81
ST VIL,CITE-SOLEIL,81
SOLON,JEAN RABEL,81
AUGUSTAVE,BASSIN BLEU,81
AUGUSTE,PILATE,81
AUGUSTIN,BOMBARDOPOLIS,81
AUGUSTIN,CERCA CARVAJAL,81
BEAUZILE,PORT-AU-PRINCE,81
BENJAMIN,HINCHE,81
BERLUS,GRANDE SALINE,81
BASQUIN,SAINT LOUIS DU SUD,81
BERNARD,LIMBE,81
DOR,CITE-SOLEIL,81
DORCIN,HINCHE,81
DIEUDONNE,SAINT-MICHEL,81
DORISMOND,DELMAS,81
DORMEUS,CAP-HAITIEN,81
DESRIVIERES,PORT-AU-PRINCE,81
DESAMOUR,HINCHE,81
DESARMES,OUANAMINTHE,81
DESIR,L'ACUL DU NORD,81
COMPERE,HINCHE,81
CLERGE,CROIX DES BOUQUETS,81
CIMEUS,SAINT MARC,81
BREZIL,TIBURON,81
BONHOMME,CROIX DES BOUQUETS,81
BONIFACE,THOMONDE,81
CALIXTE,CHANSOLME,81
CENEUS,TIBURON,81
DERILUS,MAISSADE,81
D'HAITI,DELMAS,81
DAVILMA,MAISSADE,81
DAVILMAR,OUANAMINTHE,81
ABELARD,PORT-AU-PRINCE,81
ALCIDE,BAS LIMBE,81
ALCINDOR,LEOGANE,81
ALLY,HINCHE,81
ANELUS,CARREFOUR,81
ANTOINE,L'ANSE ROUGE,81
ANTOINE,LA TORTUE,81
ANTOINE,PORT MARGOT,81
ANTOINE,SAUT D'EAU,81
ALEXIS,THOMASSIQUE,81
EMILCAR,SAINT MARC,81
DUPONT,LEOGANE,81
EDMOND,ANSE D'HAINAULT,81
DUROSIER,CAPOTILLE,81
DUPONT,CAYES,80
DOUYON,DELMAS,80
DUJOUR,PETION-VILLE,80
ELIAS,PETIT-GOAVE,80
ELIASSAINT,SAINT MARC,80
DORT,GRANDE SALINE,80
CINE,L'ARCAHAIE,80
CONFIDENT,ANSE-A-PITRE,80
CESAR,DAME-MARIE,80
CETOUTE,AQUIN,80
CETOUTE,PORT-DE-PAIX,80
CETOUTE,SAINT MARC,80
CHARITE,CAP-HAITIEN,80
CLERVEAUX,GONAIVES,80
CHARLEUS,PETION-VILLE,80
BIDONNE,BARADERES,80
BIJOU,PORT-AU-PRINCE,80
BAZELAIS,LEOGANE,80
BAZILE,MARIGOT,80
BEAUVIL,COTEAUX,80
BELIARD,OUANAMINTHE,80
BELIZAIRE,MIREBALAIS,80
BELLEVUE,CITE-SOLEIL,80
BELLEVUE,LEOGANE,80
AUGUSTAVE,CARREFOUR,80
AUGUSTE,PETIT-TROU-DE-NIPPES,80
AUGUSTIN,BAIE DE HENNE,80
BERNADIN,CAYES,80
DESHOMMES,LEOGANE,80
DESIRE,CABARET,80
DHAITI,CARREFOUR,80
DORCELY,ENNERY,80
DORILAS,CARREFOUR,80
DOLNE,GROS MORNE,80
DOMINIQUE,L'ANSE ROUGE,80
ALCINE,DESSALINES,80
ALEXIS,CHARDONNIERES,80
ALFRED,SAINT-MICHEL,80
ABDON,PORT-AU-PRINCE,80
ABRAHAM,MARIGOT,80
ABRAHAM,ROCHE A BATEAU,80
ARISTHENE,GANTHIER,80
ARISTIL,KENSCOFF,80
AGELUS,JEAN RABEL,80
AIME,CARREFOUR,80
ALMONORD,CAP-HAITIEN,80
CELIPHIN,SAINTE SUZANNE,80
CASSAMAJOR,ANSE-A-VEAU,80
CASSEUS,BAS LIMBE,80
CASSEUS,LIMBE,80
CADEAU,PETION-VILLE,80
CALIXTE,FONDS-VERRETTES,80
CAMILLE,LEOGANE,80
BLANC,ANGLAIS,80
BONHOMME,PORT-DE-PAIX,80
DATIS,SAINT LOUIS DU SUD,80
DERISMA,BASSIN BLEU,80
DECOSSARD,PESTEL,80
DANIEL,PETITE-RIVIERE,80
DALCE,CARREFOUR,80
DELY,ROCHE A BATEAU,80
DERALIN,JEREMIE,80
MERISE,PORT-SALUT,80
MERTILUS,CROIX DES BOUQUETS,80
MERVIL,VERRETTES,80
MASSENAT,MIREBALAIS,80
MILIEN,CAVAILLON,80
MAGUSTIN,SAINT RAPHAEL,80
MANGURAT,TROU DU NORD,80
MARC,CHANSOLME,80
MATHIEU,BAS LIMBE,80
MATHIEU,LEOGANE,80
MATHIEU,THOMAZEAU,80
HYPPOLITE,MARIGOT,80
HYPPOLITE,POINTE A RAQUETTE,80
ISIDOR,PETION-VILLE,80
JEAN GILLES,CROIX DES BOUQUETS,80
JEAN MICHEL,MIREBALAIS,80
JEAN NOEL,CAP-HAITIEN,80
JEAN PIERRE,THIOTTE,80
JEAN SIMON,CARREFOUR,80
JEAN-CLAUDE,PORT-AU-PRINCE,80
JEAN-PIERRE,GRAND-GOAVE,80
JEAN-PIERRE,L'ARCAHAIE,80
JEUNE,DESDUNES,80
JN BAPTISTE,VERRETTES,80
NELCY,SAINT LOUIS DU SUD,80
MONDESIR,LASCAHOBAS,80
MONTAS,BELLADERE,80
MONTILUS,LEOGANE,80
NOEL,GRAND-GOAVE,80
NORMIL,TABARRE,80
LUBIN,POINTE A RAQUETTE,80
LOUIS JEUNE,CROIX DES BOUQUETS,80
LOUIS JUSTE,PORT-AU-PRINCE,80
LOUIS-JEUNE,SAUT D'EAU,80
LOUISSAINT,DESSALINES,80
FRANCIS,LEOGANE,80
FRANCISQUE,TERRIER ROUGE,80
GEFFRARD,LIMONADE,80
GEFFRARD,VALLIERES,80
FLORVIL,MILOT,80
GUE,GROS MORNE,80
LACROIX,LEOGANE,80
LAFORET,PORT-AU-PRINCE,80
LANGLOIS,LA VALLEE,80
LAPAIX,L' ASILE,80
LAPAIX,PORT-AU-PRINCE,80
JOSMA,MORON,80
JULMISTE,CAP-HAITIEN,80
LAZARRE,CORAIL,80
LEFORT,GRDE RIVIERE DU NORD,80
LAROQUE,CAYES,80
EXILUS,DELMAS,80
FELIX,BAINET,80
FELIX,PORT-DE-PAIX,80
FENELON,PETITE-RIVIERE,80
FERJUSTE,SAINT LOUIS NORD,80
FLEURANVIL,CARREFOUR,80
FLEURIDOR,SAINT MARC,80
SUCCES,PORT-AU-PRINCE,80
ST GERMAIN,CARREFOUR,80
ST LOUIS,GRESSIER,80
TATAILLE,GRAND-GOAVE,80
PASSE,DAME-MARIE,80
PAULEUS,VERRETTES,80
PETION,FORT-LIBERTE,80
PETIT FRERE,LIMONADE,80
VILBERT,PLAISANCE,80
VILBRUN,L'ANSE ROUGE,80
VILDOR,PORT-DE-PAIX,80
VINCENT,JEAN RABEL,80
VIXAMA,PETION-VILLE,80
SAINTIL,BASSIN BLEU,80
SAINTILUS,DESDUNES,80
SAINTILUS,SAINT LOUIS NORD,80
SIMEON,PORT MARGOT,80
SIMILIEN,ABRICOTS,80
SEVERE,GONAIVES,80
VICTOR,TORBECK,80
VALCIN,SAINT-MICHEL,80
THELEMAQUE,L'ESTERE,80
THELISMA,DELMAS,80
THEOPHILE,CAP-HAITIEN,80
PRESUME,DELMAS,80
PROPHETE,GRDE RIVIERE DU NORD,80
PROSPERE,CAP-HAITIEN,80
PIERRE CANEL,L'ARCAHAIE,80
PRUDENT,PORT-DE-PAIX,80
RAMEAU,PETION-VILLE,80
RAPHAEL,SAINT LOUIS NORD,80
PETIT-FRERE,ENNERY,80
PHANORD,FORT-LIBERTE,80
ROMEUS,LIMBE,80
ROSIER,HINCHE,80
ROCHE,CAYES JACMEL,80
SAINT JUSTE,COTE-DE-FER,80
SAINT LOUIS,PETITE-RIVIERE,80
SAINT-CHARLES,PORT-DE-PAIX,80
SAINT JUSTE,CROIX DES BOUQUETS,79
RICHEMOND,ANSE-A-FOLEUR,79
ROMAIN,BAINET,79
VITAL,BARADERES,79
VOLCY,CAP-HAITIEN,79
VOLCY,COTE-DE-FER,79
VOLMA,ENNERY,79
ZIDOR,THOMONDE,79
VILSAINT,FONDS DES NEGRES,79
SOUFFRANT,GRESSIER,79
TELISMA,PORT-AU-PRINCE,79
ST PREUX,PORT-AU-PRINCE,79
PELTROP,AQUIN,79
OCEAN,L'ARCAHAIE,79
OCIEL,BARADERES,79
ORVILUS,KENSCOFF,79
PARIS,JACMEL,79
ORELIEN,SAINT MARC,79
ORESTE,CARREFOUR,79
PHARAT,CORNILLON,79
PRESUME,SAINT-MICHEL,79
PROPHETE,SAINT LOUIS NORD,79
PROPHETE,TABARRE,79
PLACIDE,HINCHE,79
POTEAU,CARREFOUR,79
RACINE,SAINT MARC,79
RAYMOND,MIRAGOANE,79
